,docket,term,quest_total,word_total,jquest_p,jquest_r,jwords_p,jwords_r,NYT,UnanVote,CloseVote,votes_total,dec_type,led,analu,fulldocket,us,sct,rec,party_1,party_2,lctdir,chief,natct,issue,value,dir,dis,win,vote,stwtdir,mardir,brndir,bwdir,jackdir,blkmdir,powdir,rehndir,stevdir,ocondir,scaldir,kendir,soutdir,thomdir,gindir,brydir,robtdir,altodir,stwtm,marm,brnm,bwm,burgm,blkmm,powm,rehnm,stevm,oconm,scalm,kenm,soutm,thomm,ginm,brym,robtm,altom,moa,win_oconnor,win_rehnquist,petac,respac,otherac,totalac,sgpet,sgresp,sgpetac,sgrespac,sgotherac,sgamicus,liberalac,conservac,sglibparty,sgconparty,sglibac,sgconac,no_cases,more_words,more_quest,WPerQR,WPerQP,USParty1,USParty2,civlib,economics,judpower,federalism,logno_cases,logquest_total,logword_total,Dummy94,term1979,term1980,term1981,term1982,term1983,term1984,term1985,term1986,term1987,term1988,term1989,term1990,term1991,term1992,term1993,term1994,term1995,term1996,term1997,term1998,term1999,term2000,term2001,term2002,term2003,term2004,term2005,term2006,term2007,counter,MQ,_Ilctdir_1,_IlctXMQ_1,OtherVote,USParty,log_quest_total,log_word_total,win_stevens,win_ginsburg,win_souter,win_breyer,win_kennedy,win_alito,win_roberts,win_scalia,win_thomas
2867,05-1074,2006,112,4210,60,52,2250,1960,1. yes,0. no,1. yes,9,1. orally argued signed opinion,167/0982,0. case citation,No. 05-1074,,,0,RETIREE,ER,0. conservative,4. roberts,ROBT2,284,2. civil rights,0. conservative,1. affirmed,Respondent Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,0. dissent,1. majority,0,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0. petitioner more words,0,37.69230652,37.5,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.718498707,8.345217705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.718498707,8.345217705,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2868,05-11284,2006,86,2516,36,50,877,1639,0. no,0. no,1. yes,9,1. orally argued signed opinion,167/0585,0. case citation,"No. 05-11284, No. 05-11287",,,0,D,TX,0. conservative,4. roberts,ROBT2,13,1. criminal procedure,1. liberal,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,32.77999878,24.36111069,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.454347134,7.830425739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.454347134,7.830425739,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2869,05-998,2006,118,4610,44,74,2241,2369,0. no,0. no,0. no,9,1. orally argued signed opinion,166/0591,0. case citation,No. 05-998,,,0,US,ALIEN,1. liberal,4. roberts,ROBT2,172,1. criminal procedure,0. conservative,3. reversed and remanded,Petitioner Wins,81,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,1. liberal,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,32.01351166,50.93181992,1. yes,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.770684719,8.435982704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,1,1. yes,4.770684719,8.435982704,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,1. Petitioner
2870,Jun-07,2006,86,3958,47,39,1997,1961,0. no,0. no,1. yes,9,1. orally argued signed opinion,168/0662,0. case citation,No. 06-6407,,,0,CRIM INS,TX,0. conservative,4. roberts,ROBT2,40,1. criminal procedure,1. liberal,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0. petitioner more words,0,50.28205109,42.48936081,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.454347134,8.283493996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.454347134,8.283493996,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2871,06-480,2006,103,3869,55,48,1968,1901,0. no,0. no,1. yes,9,1. orally argued signed opinion,168/0623,0. case citation,No. 06-480,,,0,MFR,STORE,1. liberal,4. roberts,ROBT2,601,8. economic activity,0. conservative,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,0. dissent,1. majority,0,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0. petitioner more words,0,39.60416794,35.78181839,0. no,0. no,0. no,1. yes,0. no,0. no,4.304065228,4.634728909,8.260751724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,0,0. no,4.634728909,8.260751724,0. Respondent,0. Respondent,0. Respondent,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2872,05-11304,2006,129,5276,59,70,2551,2725,0. no,0. no,1. yes,9,1. orally argued signed opinion,167/0632,0. case citation,No. 05-11304,,,0,CC,TX,0. conservative,4. roberts,ROBT2,40,1. criminal procedure,1. liberal,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,38.92856979,43.23728943,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.85981226,8.570923805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.85981226,8.570923805,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2873,05-746,2006,123,4644,68,55,2287,2357,0. no,1. yes,0. no,9,1. orally argued signed opinion,166/0638,0. case citation,No. 05-746,,,0,RR,EE,1. liberal,4. roberts,ROBT2,617,8. economic activity,0. conservative,4. vacated and remanded,Petitioner Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,0,42.85454559,33.63235474,0. no,0. no,0. no,1. yes,0. no,0. no,4.304065228,4.812184334,8.443331718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,0,0. no,4.812184334,8.443331718,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2874,05-11284,2006,86,2516,36,50,877,1639,0. no,0. no,1. yes,9,1. orally argued signed opinion,167/0622,0. case citation,"No. 05-11284, No. 05-11287",,,5,CC,TX,0. conservative,4. roberts,ROBT2,40,1. criminal procedure,1. liberal,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,32.77999878,24.36111069,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.454347134,7.830425739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.454347134,7.830425739,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2875,04-1350,2006,99,3647,46,53,1498,2149,0. no,1. yes,0. no,9,1. orally argued signed opinion,167/0705,0. case citation,No. 04-1350,,,0,INVENTOR,INVENTOR,0. conservative,4. roberts,ROBT2,661,8. economic activity,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,40.54716873,32.56521606,0. no,0. no,0. no,1. yes,0. no,0. no,4.304065228,4.595119953,8.201660156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.595119953,8.201660156,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2876,05-1631,2006,109,3462,26,83,901,2561,0. no,0. no,0. no,9,1. orally argued signed opinion,167/0686,0. case citation,No. 05-1631,,,0,GA GOEE,PIP,1. liberal,4. roberts,ROBT2,17,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,81,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,30.85542107,34.65384674,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.691348076,8.149601936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,1,0. no,4.691348076,8.149601936,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2877,May-58,2006,117,4631,53,64,2247,2384,0. no,1. yes,0. no,9,1. orally argued signed opinion,166/0798,0. case citation,"No. 05-7058, No. 05-7142",,,0,PRISONER,MI OF,0. conservative,4. roberts,ROBT2,114,1. criminal procedure,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,37.25,42.39622498,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.762174129,8.440527916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.762174129,8.440527916,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2878,05-1256,2006,95,3839,50,45,1915,1924,0. no,0. no,1. yes,9,1. orally argued signed opinion,166/0940,0. case citation,No. 05-1256,,,0,DRUG MFR,PIP,1. liberal,4. roberts,ROBT2,618,8. economic activity,0. conservative,4. vacated and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,0. conservative,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,0. dissent,1,1. majority,0. dissent,0,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,0,42.7555542,38.29999924,0. no,0. no,0. no,1. yes,0. no,0. no,4.304065228,4.553876877,8.252966881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,0,0. no,4.553876877,8.252966881,0. Respondent,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent
2879,06-376,2006,114,3648,46,68,1291,2357,0. no,1. yes,0. no,9,1. orally argued signed opinion,167/0888,0. case citation,No. 06-376,,,0,TAXP,US,1. liberal,4. roberts,ROBT2,960,12. federal taxation,1. liberal,1. affirmed,Respondent Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,34.66176605,28.06521797,0. no,1. yes,0. no,1. yes,0. no,0. no,4.304065228,4.736198425,8.201934814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,0,1. yes,4.736198425,8.201934814,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2880,06-278,2006,163,5690,67,96,2458,3232,0. no,0. no,1. yes,9,1. orally argued signed opinion,168/0290,0. case citation,No. 06-278,,,0,AKGOEE,STUDENT,1. liberal,4. roberts,ROBT2,451,3. first amendment,0. conservative,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,0. dissent,1. majority,0,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,33.66666794,36.6865654,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,5.09375,8.646465302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,0,0. no,5.09375,8.646465302,0. Respondent,0. Respondent,0. Respondent,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2881,05-1345,2006,128,4082,56,72,2242,1840,0. no,0. no,0. no,9,1. orally argued signed opinion,167/0655,0. case citation,No. 05-1345,,,0,TRUCH,NY NONMU,1. liberal,4. roberts,ROBT2,631,8. economic activity,1. liberal,1. affirmed,Respondent Wins,63,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,1. liberal,0. conservative,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,0,1. majority,1. majority,1,1,1. majority,0. dissent,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0. petitioner more words,1,25.55555534,40.0357132,0. no,0. no,0. no,1. yes,0. no,0. no,4.304065228,4.852030277,8.314342499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,1,0. no,4.852030277,8.314342499,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent
2882,05-915,2006,111,3681,62,49,2027,1654,0. no,0. no,1. yes,9,1. orally argued signed opinion,168/0508,1. docket number,No. 05-915,,,1,PARENT,WASCHDIS,1. liberal,4. roberts,ROBT2,222,2. civil rights,0. conservative,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,0. dissent,1. majority,0,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0. petitioner more words,0,33.75510025,32.69355011,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.709530354,8.210939407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,0,0. no,4.709530354,8.210939407,0. Respondent,0. Respondent,0. Respondent,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2883,May-20,2006,120,3961,72,48,1788,2173,0. no,0. no,1. yes,9,1. orally argued signed opinion,166/0924,0. case citation,No. 05-8820,,,0,PRISONER,FL,0. conservative,4. roberts,ROBT2,13,1. criminal procedure,0. conservative,1. affirmed,Respondent Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,0. dissent,1. majority,0,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,0,45.27083206,24.83333397,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.787491798,8.284252167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.787491798,8.284252167,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2884,05-11284,2006,86,2516,36,50,877,1639,0. no,0. no,1. yes,9,1. orally argued signed opinion,167/0622,0. case citation,"No. 05-11284, No. 05-11287",,,0,CC,TX,0. conservative,4. roberts,ROBT2,13,1. criminal procedure,1. liberal,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1. respondent more words,1,32.77999878,24.36111069,0. no,0. no,1. yes,0. no,0. no,0. no,4.304065228,4.454347134,7.830425739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,0,0,0,0. no,4.454347134,7.830425739,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2885,06-219,2006,162,4804,84,78,2431,2373,0. no,1. yes,0. no,9,1. orally argued signed opinion,168/0389,0. case citation,No. 06-219,,,0,USGOEE,O,1. liberal,4. roberts,ROBT2,616,8. economic activity,0. conservative,3. reversed and remanded,Petitioner Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,1. majority,1. majority,0,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0. petitioner more words,0,30.42307663,28.94047546,0. no,0. no,0. no,1. yes,0. no,0. no,4.304065228,5.087596416,8.477204323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,0,0. no,5.087596416,8.477204323,0. Respondent,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2886,06-562,2006,98,3356,59,39,1973,1383,0. no,1. yes,0. no,9,1. orally argued signed opinion,168/0028,0. case citation,No. 06-562,,,0,US,KOR,1. liberal,4. roberts,ROBT2,638,8. economic activity,1. liberal,1. affirmed,Respondent Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0. petitioner more words,0,35.46154022,33.44067764,1. yes,0. no,0. no,1. yes,0. no,0. no,4.304065228,4.584967613,8.118505478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0.344999999,1,0.344999999,0,1. yes,4.584967613,8.118505478,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2887,06-1204,2007,93,4450,44,49,2092,2358,0. no,0. no,0. no,9,1. orally argued signed opinion,171/0131,0. case citation,,,,0,SOVEREIG,O,1. liberal,4. roberts,ROBT2,866,9. judicial power,0. conservative,3. reversed and remanded,Petitioner Wins,72,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,0. dissent,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,48.12244797,47.54545593,0. no,0. no,0. no,0. no,1. yes,0. no,4.189654827,4.532599449,8.400659561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,1,0. no,4.532599449,8.400659561,0. Respondent,1. Petitioner,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2888,07-455,2007,72,2599,34,38,1371,1228,0. no,0. no,0. no,9,1. orally argued signed opinion,170/0640,0. case citation,,,,0,US,CC,1. liberal,4. roberts,ROBT2,167,1. criminal procedure,0. conservative,2. reversed,Petitioner Wins,81,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,1,32.31578827,40.32352829,1. yes,0. no,1. yes,0. no,0. no,0. no,4.189654827,4.276666164,7.862882137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,1,1. yes,4.276666164,7.862882137,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2889,06-1221,2007,134,4445,65,69,2154,2291,0. no,1. yes,0. no,9,1. orally argued signed opinion,170/0001,0. case citation,,,,0,ER,FEE,1. liberal,4. roberts,ROBT2,222,2. civil rights,0. conservative,4. vacated and remanded,Petitioner Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,33.20289993,33.13846207,0. no,0. no,1. yes,0. no,0. no,0. no,4.189654827,4.897840023,8.399535179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,0,0. no,4.897840023,8.399535179,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
